Inventory_ID,PO_ID,Product_ID,Warehouse_ID,Snapshot_Date,Opening_Stock,Stock_In,Stock_Out,Closing_Stock,Reorder_Level,Safety_Stock,Inventory_Value_INR,Stock_Status,Capacity_Utilization_Percent
INVT000535,PO000535,P0137,WH004,27-06-2026,497,23,3,517,180,28,7940696.06,Normal,3.54
INVT000536,PO000536,P0076,WH004,07-05-2026,52,59,10,101,315,60,7545783.73,Reorder,0.69
INVT000537,PO000537,P0100,WH004,24-05-2026,366,433,283,516,311,64,403104.36,Normal,3.53
INVT000538,PO000538,P0277,WH004,27-02-2025,54,672,552,174,33,25,13422003.3,Overstock,1.19
INVT000539,PO000539,P0084,WH002,25-03-2025,377,181,32,526,239,88,20184382.1,Normal,2.84
INVT000540,PO000540,P0160,WH002,30-05-2026,138,90,101,127,173,173,6077163.36,Reorder,0.68
INVT000541,PO000541,P0216,WH004,11-08-2025,329,249,252,326,430,35,15193725.52,Reorder,2.23
INVT000542,PO000542,P0294,WH004,25-01-2025,693,432,269,856,481,19,42268971.84,Normal,5.86
INVT000543,PO000543,P0037,WH001,06-07-2026,104,245,216,133,344,50,4574209.15,Reorder,0.57
INVT000544,PO000544,P0179,WH004,04-07-2025,421,451,269,603,128,245,3993596.64,Normal,4.13
INVT000545,PO000545,P0105,WH004,20-04-2025,606,57,48,615,175,213,7239078.9,Normal,4.21
INVT000546,PO000546,P0260,WH003,01-08-2025,367,633,628,372,341,72,10156448.16,Normal,1.4
INVT000547,PO000547,P0256,WH003,01-09-2025,31,960,560,431,29,170,20875959.1,Overstock,1.62
INVT000548,PO000548,P0244,WH001,24-02-2025,18,152,219,0,54,42,0,Stockout,0
INVT000549,PO000549,P0285,WH003,12-10-2025,297,898,1294,0,165,178,0,Stockout,0
INVT000550,PO000550,P0027,WH004,15-11-2025,1636,462,592,1506,495,214,95616452.04,Normal,10.31
INVT000551,PO000551,P0277,WH004,02-10-2025,131,574,146,559,33,25,44268607.5,Overstock,3.83
INVT000552,PO000552,P0086,WH003,29-04-2025,1557,923,943,1537,442,229,66488744.86,Normal,5.77
INVT000553,PO000553,P0173,WH001,02-04-2026,582,414,597,399,340,55,12795343.47,Normal,1.72
INVT000554,PO000554,P0244,WH002,23-10-2025,117,331,115,333,54,42,4354544.43,Overstock,1.8
INVT000555,PO000555,P0300,WH001,16-02-2026,69,938,486,521,213,163,1549021.57,Normal,2.25
INVT000556,PO000556,P0230,WH002,08-03-2025,3,780,765,18,346,159,987628.14,Reorder,0.1
INVT000557,PO000557,P0022,WH004,27-06-2026,881,599,840,640,356,116,41334028.8,Normal,4.38
INVT000558,PO000558,P0157,WH004,29-03-2025,163,239,49,353,432,85,7680355.14,Reorder,2.42
INVT000559,PO000559,P0020,WH002,28-08-2025,74,912,1159,0,28,180,0,Stockout,0
INVT000560,PO000560,P0285,WH003,02-07-2026,186,574,19,741,165,178,47056219.47,Normal,2.78
INVT000561,PO000561,P0207,WH004,29-04-2025,128,139,37,230,32,142,7716688.6,Overstock,1.57
INVT000562,PO000562,P0141,WH002,16-05-2026,54,543,741,0,230,103,0,Stockout,0
INVT000563,PO000563,P0201,WH004,06-05-2026,17,103,106,14,47,245,1053598.98,Reorder,0.1
INVT000564,PO000564,P0016,WH001,20-02-2025,24,723,1078,0,38,195,0,Stockout,0
INVT000565,PO000565,P0022,WH001,30-05-2026,693,759,97,1355,356,116,94252675.35,Normal,5.85
INVT000566,PO000566,P0236,WH002,02-12-2025,1818,525,317,2026,480,237,155433848.8,Normal,10.92
INVT000567,PO000567,P0265,WH004,26-12-2025,572,389,311,650,167,227,18605080,Normal,4.45
INVT000568,PO000568,P0296,WH001,01-06-2026,348,529,529,348,422,228,14994310.8,Reorder,1.5
INVT000569,PO000569,P0145,WH002,09-07-2026,56,501,316,241,30,79,15060579.23,Overstock,1.3
INVT000570,PO000570,P0208,WH004,13-07-2026,200,620,388,432,159,116,13616203.68,Normal,2.96
INVT000571,PO000571,P0202,WH003,13-01-2025,955,581,742,794,297,174,24385859.98,Normal,2.98
INVT000572,PO000572,P0146,WH001,21-06-2025,47,493,325,215,52,166,13277290.6,Normal,0.93
INVT000573,PO000573,P0170,WH001,29-05-2025,811,470,466,815,210,177,53776495.45,Normal,3.52
INVT000574,PO000574,P0003,WH004,18-06-2025,845,434,288,991,234,143,81953202.68,Normal,6.78
INVT000575,PO000575,P0269,WH001,27-03-2026,813,975,72,1716,252,243,139138102,Overstock,7.41
INVT000576,PO000576,P0111,WH002,06-09-2025,5,725,256,474,40,62,5978476.68,Overstock,2.56
INVT000577,PO000577,P0059,WH002,20-01-2026,583,527,627,483,460,48,27848306.85,Normal,2.6
INVT000578,PO000578,P0160,WH001,03-04-2025,380,935,64,1251,173,173,55156327.29,Overstock,5.4
INVT000579,PO000579,P0018,WH002,30-01-2026,351,621,48,924,357,159,28051050.72,Normal,4.98
INVT000580,PO000580,P0207,WH004,15-04-2026,113,963,318,758,32,142,26312598.02,Overstock,5.19
INVT000581,PO000581,P0248,WH001,09-10-2025,1569,672,307,1934,444,184,164696016.8,Normal,8.35
INVT000582,PO000582,P0043,WH004,24-02-2025,1053,677,248,1482,466,119,35818309.8,Normal,10.15
INVT000583,PO000583,P0140,WH004,17-04-2025,534,327,190,671,462,58,41676118.66,Normal,4.59
INVT000584,PO000584,P0199,WH002,18-01-2025,401,873,1163,111,325,187,7213890,Reorder,0.6
INVT000585,PO000585,P0230,WH002,18-07-2026,577,54,53,578,346,159,33825565.72,Normal,3.12
INVT000586,PO000586,P0060,WH004,15-06-2026,1079,593,781,891,311,48,5027663.52,Normal,6.1
INVT000587,PO000587,P0114,WH003,12-01-2025,156,992,1295,0,70,236,0,Stockout,0
INVT000588,PO000588,P0143,WH001,07-07-2025,20,168,170,18,36,230,1371675.42,Reorder,0.08
INVT000589,PO000589,P0178,WH002,05-10-2025,6,752,558,200,46,71,4583344,Normal,1.08
INVT000590,PO000590,P0116,WH002,12-11-2025,12,983,189,806,51,95,54469584.78,Overstock,4.35
INVT000591,PO000591,P0152,WH001,21-05-2025,349,364,198,515,360,101,14821947.2,Normal,2.22
INVT000592,PO000592,P0169,WH004,02-04-2026,66,565,146,485,257,169,38767893,Normal,3.32
INVT000593,PO000593,P0152,WH004,16-10-2025,518,538,366,690,360,101,21208102.2,Normal,4.72
INVT000594,PO000594,P0120,WH002,01-09-2025,358,852,418,792,236,214,58106394.72,Normal,4.27
INVT000595,PO000595,P0135,WH004,27-04-2025,196,965,165,996,182,127,69228055.68,Overstock,6.82
INVT000596,PO000596,P0022,WH004,13-10-2025,446,372,117,701,356,116,44518049.49,Normal,4.8
INVT000597,PO000597,P0126,WH004,16-12-2025,238,237,321,154,226,14,8323912.52,Reorder,1.05
INVT000598,PO000598,P0285,WH004,30-01-2026,175,127,120,182,165,178,12555413.78,Normal,1.25
INVT000599,PO000599,P0157,WH003,03-12-2025,1501,734,466,1769,432,85,33775517,Normal,6.64
INVT000600,PO000600,P0117,WH002,25-08-2025,1803,914,971,1746,490,224,88561205.64,Normal,9.41
INVT000601,PO000601,P0277,WH004,20-02-2025,73,277,48,302,33,25,25584111.2,Overstock,2.07
INVT000602,PO000602,P0237,WH004,30-11-2025,466,115,33,548,290,24,13272735.36,Normal,3.75
INVT000603,PO000603,P0021,WH003,05-09-2025,982,582,308,1256,254,131,31454585.76,Normal,4.71
INVT000604,PO000604,P0061,WH003,05-01-2026,202,189,154,237,232,52,8788732.62,Normal,0.89
INVT000605,PO000605,P0145,WH004,21-06-2025,5,889,521,373,30,79,25854987.36,Overstock,2.55
INVT000606,PO000606,P0149,WH004,17-03-2026,1577,940,0,2517,487,100,117794568,Overstock,17.23
INVT000607,PO000607,P0259,WH002,26-03-2026,134,898,638,394,70,12,31065591.92,Overstock,2.12
INVT000608,PO000608,P0175,WH001,20-01-2025,1209,351,432,1128,455,79,8315130.96,Normal,4.87
INVT000609,PO000609,P0145,WH003,14-06-2025,43,808,23,828,30,79,52562268,Overstock,3.11
INVT000610,PO000610,P0111,WH002,15-07-2025,101,765,13,853,40,62,11766580.55,Overstock,4.6
INVT000611,PO000611,P0027,WH002,26-04-2026,573,305,364,514,495,214,32682160.58,Normal,2.77
INVT000612,PO000612,P0248,WH004,16-01-2026,100,27,6,121,444,184,9940444.03,Reorder,0.83
INVT000613,PO000613,P0019,WH001,06-03-2026,1163,343,23,1483,417,37,71068978.52,Normal,6.4
INVT000614,PO000614,P0086,WH004,21-01-2025,213,463,370,306,442,229,13090462.74,Reorder,2.09
INVT000615,PO000615,P0166,WH001,21-01-2026,174,763,475,462,209,166,9784369.98,Normal,1.99
INVT000616,PO000616,P0255,WH002,29-06-2025,358,213,13,558,163,172,29517915.42,Normal,3.01
INVT000617,PO000617,P0126,WH001,05-07-2025,572,390,402,560,226,14,33633079.2,Normal,2.42
INVT000618,PO000618,P0076,WH002,03-01-2026,70,319,418,0,315,60,0,Stockout,0
INVT000619,PO000619,P0021,WH003,08-09-2025,366,368,265,469,254,131,13684552.35,Normal,1.76
INVT000620,PO000620,P0117,WH002,10-07-2026,1351,772,1016,1107,490,224,51574908.6,Normal,5.97
INVT000621,PO000621,P0128,WH002,25-04-2025,74,408,76,406,404,136,11690234.08,Normal,2.19
INVT000622,PO000622,P0015,WH002,05-09-2025,458,587,675,370,340,128,30084485.4,Normal,2
INVT000623,PO000623,P0177,WH001,29-09-2025,1500,716,455,1761,450,112,97998470.13,Normal,7.6
INVT000624,PO000624,P0129,WH004,06-07-2025,306,144,21,429,126,140,8544071.25,Normal,2.94
INVT000625,PO000625,P0213,WH004,07-10-2025,163,490,607,46,76,205,3093033.1,Reorder,0.31
INVT000626,PO000626,P0031,WH001,21-04-2025,1368,774,908,1234,378,181,17528562.78,Normal,5.33
INVT000627,PO000627,P0031,WH003,05-07-2026,1274,660,512,1422,378,181,20198528.82,Normal,5.34
INVT000628,PO000628,P0017,WH003,05-05-2026,222,734,373,583,419,65,43753648.62,Normal,2.19
INVT000629,PO000629,P0248,WH004,21-05-2025,1439,942,508,1873,444,184,159128075.9,Normal,12.82
INVT000630,PO000630,P0009,WH002,26-08-2025,1606,206,304,1508,435,127,70543621.72,Normal,8.13
INVT000631,PO000631,P0059,WH001,29-03-2025,1651,558,166,2043,460,48,127813328.4,Normal,8.82
INVT000632,PO000632,P0095,WH002,12-11-2025,1402,450,432,1420,393,151,33248206.6,Normal,7.66
INVT000633,PO000633,P0104,WH001,10-01-2025,362,88,80,370,297,48,10339239.3,Normal,1.6
INVT000634,PO000634,P0029,WH003,08-12-2025,324,244,300,268,236,45,16355099.32,Normal,1.01
INVT000635,PO000635,P0165,WH002,28-01-2026,1832,668,783,1717,491,224,85446075.75,Normal,9.26
INVT000636,PO000636,P0283,WH002,28-09-2025,641,988,59,1570,321,33,91601587.2,Normal,8.47
INVT000637,PO000637,P0019,WH003,31-07-2026,96,442,106,432,417,37,20984456.16,Normal,1.62
INVT000638,PO000638,P0275,WH001,15-03-2025,118,158,34,242,361,144,9374339.48,Reorder,1.04
INVT000639,PO000639,P0036,WH004,12-12-2025,771,243,238,776,499,189,69021451.92,Normal,5.31
INVT000640,PO000640,P0001,WH004,08-10-2025,576,72,4,644,364,114,31966208.68,Normal,4.41
INVT000641,PO000641,P0038,WH001,18-01-2025,822,693,356,1159,339,40,36160973.85,Normal,5
INVT000642,PO000642,P0128,WH002,06-08-2025,338,195,291,242,404,136,7385726.26,Reorder,1.3
INVT000643,PO000643,P0123,WH003,08-05-2026,1193,758,947,1004,308,180,43618498.88,Normal,3.77
INVT000644,PO000644,P0199,WH001,12-02-2026,581,904,151,1334,325,187,89092390.6,Normal,5.76
INVT000645,PO000645,P0268,WH001,09-09-2025,237,109,41,305,208,247,6912288.2,Normal,1.32
INVT000646,PO000646,P0146,WH002,28-10-2025,167,993,789,371,52,166,23122819.86,Overstock,2
INVT000647,PO000647,P0228,WH003,29-08-2025,649,56,28,677,351,11,52583937.23,Normal,2.54
INVT000648,PO000648,P0172,WH004,21-11-2025,325,977,7,1295,170,34,556655.75,Overstock,8.87
INVT000649,PO000649,P0076,WH003,03-04-2026,402,131,21,512,315,60,33846389.76,Normal,1.92
INVT000650,PO000650,P0163,WH004,13-04-2025,150,628,543,235,201,83,13252183.45,Normal,1.61
INVT000651,PO000651,P0158,WH004,02-07-2025,1123,216,14,1325,298,222,50833863.5,Normal,9.07
INVT000652,PO000652,P0164,WH002,20-04-2025,53,746,971,0,419,83,0,Stockout,0
INVT000653,PO000653,P0298,WH002,06-03-2025,656,759,133,1282,432,66,17641576.36,Normal,6.91
INVT000654,PO000654,P0295,WH003,31-12-2025,382,143,166,359,261,18,22760316.39,Normal,1.35
INVT000655,PO000655,P0154,WH001,05-07-2025,977,36,27,986,404,23,29646969.12,Normal,4.26
INVT000656,PO000656,P0248,WH004,17-07-2025,136,871,1152,0,444,184,0,Stockout,0
INVT000657,PO000657,P0004,WH004,06-03-2025,872,318,270,920,310,85,61029754.8,Normal,6.3
INVT000658,PO000658,P0200,WH002,08-10-2025,62,355,83,334,422,173,25602579.62,Reorder,1.8
INVT000659,PO000659,P0095,WH004,17-06-2025,989,517,68,1438,393,151,40260548.8,Normal,9.84
INVT000660,PO000660,P0016,WH002,04-05-2026,70,21,29,62,38,195,5635153.96,Normal,0.33
INVT000661,PO000661,P0014,WH003,10-05-2026,98,624,192,530,31,150,11673398.4,Overstock,1.99
INVT000662,PO000662,P0218,WH001,22-04-2025,203,146,168,181,52,176,9190727.5,Normal,0.78
INVT000663,PO000663,P0197,WH002,17-05-2026,21,74,58,37,223,17,833670.31,Reorder,0.2
INVT000664,PO000664,P0107,WH002,01-12-2025,1105,172,211,1066,328,235,35936864.08,Normal,5.75
INVT000665,PO000665,P0018,WH001,17-07-2026,1423,946,901,1468,357,159,46764886.92,Normal,6.34
INVT000666,PO000666,P0226,WH004,29-03-2025,164,48,19,193,229,114,1708847.09,Reorder,1.32
INVT000667,PO000667,P0249,WH004,08-07-2025,693,464,8,1149,257,96,12861492.36,Normal,7.87
INVT000668,PO000668,P0097,WH003,07-03-2025,151,319,173,297,197,84,21465749.25,Normal,1.11
INVT000669,PO000669,P0206,WH001,14-07-2025,263,325,198,390,441,100,32091169.5,Reorder,1.68
INVT000670,PO000670,P0293,WH003,21-03-2026,554,782,985,351,212,211,15321364.11,Normal,1.32
INVT000671,PO000671,P0005,WH004,18-02-2026,149,896,258,787,145,104,27577739.2,Overstock,5.39
INVT000672,PO000672,P0114,WH004,20-12-2025,266,616,874,8,70,236,519214.24,Reorder,0.05
INVT000673,PO000673,P0242,WH002,20-01-2025,763,446,434,775,228,88,9119952,Normal,4.18
INVT000674,PO000674,P0147,WH004,07-08-2025,1269,554,531,1292,335,66,93044090.6,Normal,8.84
INVT000675,PO000675,P0049,WH002,07-01-2025,1955,693,1015,1633,495,201,50263005.15,Normal,8.81
INVT000676,PO000676,P0007,WH004,06-06-2025,713,585,338,960,194,82,63623654.4,Normal,6.57
INVT000677,PO000677,P0144,WH003,22-06-2025,1463,938,720,1681,391,246,70477084.89,Normal,6.31
INVT000678,PO000678,P0191,WH001,31-12-2025,791,80,45,826,429,204,58752686.16,Normal,3.56
INVT000679,PO000679,P0020,WH004,02-11-2025,84,280,214,150,28,180,9547639.5,Overstock,1.03
INVT000680,PO000680,P0259,WH002,12-04-2025,219,292,34,477,70,12,44342377.92,Overstock,2.57
INVT000681,PO000681,P0056,WH004,20-04-2025,1527,51,25,1553,455,211,62016259.6,Normal,10.63
INVT000682,PO000682,P0272,WH001,16-02-2026,372,19,19,372,133,17,27551205.36,Normal,1.61
INVT000683,PO000683,P0209,WH003,19-05-2025,178,467,552,93,236,35,8323371.66,Reorder,0.35
INVT000684,PO000684,P0008,WH002,11-03-2026,261,886,290,857,81,100,48643251.44,Overstock,4.62
INVT000685,PO000685,P0224,WH003,13-09-2025,343,778,493,628,187,112,21500672.72,Normal,2.36
INVT000686,PO000686,P0284,WH004,22-06-2025,387,957,940,404,318,224,15621851.8,Normal,2.77
INVT000687,PO000687,P0190,WH002,18-01-2026,302,569,588,283,238,85,19033614.97,Normal,1.53
INVT000688,PO000688,P0112,WH004,16-03-2025,62,177,35,204,439,184,4552104.96,Reorder,1.4
INVT000689,PO000689,P0025,WH001,29-12-2025,947,828,338,1437,417,19,21624608.28,Normal,6.2
INVT000690,PO000690,P0291,WH004,04-05-2025,1236,483,247,1472,329,249,111952636.2,Normal,10.08
INVT000691,PO000691,P0183,WH001,14-01-2025,1284,337,420,1201,482,121,70580572.17,Normal,5.18
INVT000692,PO000692,P0231,WH003,10-02-2025,803,240,218,825,295,51,34537643.25,Normal,3.1
INVT000693,PO000693,P0210,WH001,25-05-2025,442,162,205,399,136,236,26854503.48,Normal,1.72
INVT000694,PO000694,P0169,WH003,01-11-2025,430,385,323,492,257,169,36829088.04,Normal,1.85
INVT000695,PO000695,P0105,WH002,05-01-2025,404,846,191,1059,175,213,10773948.3,Overstock,5.71
INVT000696,PO000696,P0065,WH001,19-10-2025,1078,528,124,1482,390,19,67239110.64,Normal,6.4
INVT000697,PO000697,P0154,WH001,12-07-2025,209,154,57,306,404,23,9658060.74,Reorder,1.32
INVT000698,PO000698,P0154,WH002,17-03-2026,125,396,154,367,404,23,10662792.31,Reorder,1.98
INVT000699,PO000699,P0028,WH001,27-06-2025,97,748,296,549,29,232,7403792.04,Overstock,2.37
INVT000700,PO000700,P0047,WH002,24-06-2025,379,75,62,392,224,237,32320078.56,Normal,2.11
INVT000701,PO000701,P0155,WH002,24-06-2025,627,354,308,673,338,157,33647806.02,Normal,3.63
INVT000702,PO000702,P0276,WH002,14-04-2026,106,371,330,147,382,193,11643496.62,Reorder,0.79
INVT000703,PO000703,P0075,WH001,21-07-2025,112,107,124,95,105,160,2160400.7,Reorder,0.41
INVT000704,PO000704,P0144,WH001,11-06-2026,141,711,905,0,391,246,0,Stockout,0
INVT000705,PO000705,P0123,WH003,23-07-2025,1072,128,173,1027,308,180,45636336.85,Normal,3.85
INVT000706,PO000706,P0244,WH004,01-05-2025,210,831,939,102,54,42,1549021.98,Normal,0.7
INVT000707,PO000707,P0106,WH003,27-12-2025,804,218,99,923,213,184,17155404.11,Normal,3.46
INVT000708,PO000708,P0109,WH004,09-11-2025,59,427,474,12,373,189,763394.16,Reorder,0.08
INVT000709,PO000709,P0096,WH004,25-04-2026,466,326,458,334,303,232,12971758.4,Normal,2.29
INVT000710,PO000710,P0044,WH004,12-02-2025,135,697,374,458,177,19,26009829.16,Normal,3.14
INVT000711,PO000711,P0272,WH004,04-07-2025,301,992,354,939,133,17,70444634.49,Overstock,6.43
INVT000712,PO000712,P0114,WH002,14-01-2025,258,933,190,1001,70,236,66316039.79,Overstock,5.4
INVT000713,PO000713,P0272,WH003,16-03-2025,525,328,255,598,133,17,39348232.56,Normal,2.24
INVT000714,PO000714,P0083,WH001,12-07-2025,194,742,594,342,435,180,18350550.36,Reorder,1.48
INVT000715,PO000715,P0264,WH002,10-04-2026,330,113,158,285,126,166,3847391.7,Normal,1.54
INVT000716,PO000716,P0075,WH001,12-01-2025,105,507,245,367,105,160,7866050.46,Normal,1.58
INVT000717,PO000717,P0081,WH001,11-06-2026,243,805,1204,0,211,168,0,Stockout,0
INVT000718,PO000718,P0125,WH001,01-05-2025,70,361,130,301,177,14,3383559.06,Normal,1.3
INVT000719,PO000719,P0046,WH004,19-05-2026,450,217,52,615,486,202,24530486.55,Normal,4.21
INVT000720,PO000720,P0089,WH003,14-05-2025,490,922,1009,403,390,162,12490166.91,Normal,1.51
INVT000721,PO000721,P0027,WH002,10-05-2026,530,689,589,630,495,214,41362171.2,Normal,3.4
INVT000722,PO000722,P0148,WH004,26-06-2026,349,658,811,196,247,48,10566459.96,Reorder,1.34
INVT000723,PO000723,P0285,WH003,15-02-2026,140,827,1219,0,165,178,0,Stockout,0
INVT000724,PO000724,P0170,WH001,20-06-2026,434,781,982,233,210,177,16591573.51,Normal,1.01
INVT000725,PO000725,P0093,WH004,10-07-2026,840,903,20,1723,224,216,76086008.69,Overstock,11.79
INVT000726,PO000726,P0198,WH001,14-02-2025,8,524,307,225,38,223,17237605.5,Overstock,0.97
INVT000727,PO000727,P0156,WH003,20-04-2025,509,172,179,502,140,169,32856055.62,Normal,1.88
INVT000728,PO000728,P0264,WH003,03-06-2026,104,476,606,0,126,166,0,Stockout,0
INVT000729,PO000729,P0289,WH004,22-06-2026,68,606,265,409,22,220,16091949.58,Overstock,2.8
INVT000730,PO000730,P0036,WH004,13-01-2025,1768,430,331,1867,499,189,168235799.4,Normal,12.78
INVT000731,PO000731,P0242,WH004,10-09-2025,399,671,426,644,228,88,8054546.64,Normal,4.41
INVT000732,PO000732,P0298,WH003,09-04-2025,1273,697,132,1838,432,66,25438085.42,Normal,6.9
INVT000733,PO000733,P0264,WH004,24-05-2026,323,135,14,444,126,166,6644127,Normal,3.04
INVT000734,PO000734,P0013,WH001,13-01-2025,703,475,261,917,440,231,13960297.96,Normal,3.96
INVT000735,PO000735,P0106,WH003,01-04-2026,38,810,734,114,213,184,1971652.8,Reorder,0.43
INVT000736,PO000736,P0054,WH001,10-01-2026,390,687,17,1060,114,156,50091614.4,Overstock,4.57
INVT000737,PO000737,P0125,WH002,28-02-2025,237,880,138,979,177,14,11173943.77,Overstock,5.28
INVT000738,PO000738,P0291,WH003,18-05-2026,781,526,379,928,329,249,70016486.4,Normal,3.48
INVT000739,PO000739,P0201,WH003,15-12-2025,86,782,1027,0,47,245,0,Stockout,0
INVT000740,PO000740,P0258,WH002,02-04-2026,45,371,315,101,331,246,2919571.65,Reorder,0.54
INVT000741,PO000741,P0258,WH001,07-04-2025,928,42,34,936,331,246,24455461.68,Normal,4.04
INVT000742,PO000742,P0127,WH004,27-04-2025,1247,437,527,1157,369,148,76627577.78,Normal,7.92
INVT000743,PO000743,P0189,WH002,16-06-2026,265,728,444,549,72,109,26102979.09,Overstock,2.96
INVT000744,PO000744,P0273,WH003,26-03-2026,703,329,178,854,217,132,62544517.56,Normal,3.2
INVT000745,PO000745,P0226,WH001,14-01-2025,88,316,95,309,229,114,3301155.15,Normal,1.33
INVT000746,PO000746,P0126,WH001,08-04-2025,191,566,254,503,226,14,31436151.96,Normal,2.17
INVT000747,PO000747,P0190,WH002,18-08-2025,681,553,177,1057,238,85,72861155.71,Normal,5.7
INVT000748,PO000748,P0193,WH003,22-05-2026,1387,347,103,1631,470,163,42820975.33,Normal,6.12
INVT000749,PO000749,P0167,WH001,15-02-2025,299,27,31,295,451,169,4823223.45,Reorder,1.27
INVT000750,PO000750,P0019,WH003,15-09-2025,1129,289,106,1312,417,37,61955487.04,Normal,4.92
INVT000751,PO000751,P0202,WH002,28-09-2025,345,923,1265,3,297,174,101336.49,Reorder,0.02
INVT000752,PO000752,P0237,WH001,09-12-2025,438,330,311,457,290,24,11868906.95,Normal,1.97
INVT000753,PO000753,P0023,WH001,26-01-2025,31,135,76,90,301,65,1743335.1,Reorder,0.39
INVT000754,PO000754,P0221,WH002,05-05-2026,574,644,386,832,187,23,43202947.84,Normal,4.49
INVT000755,PO000755,P0094,WH003,17-07-2025,390,78,61,407,216,65,11593399.07,Normal,1.53
INVT000756,PO000756,P0050,WH001,16-04-2025,358,632,88,902,162,116,35945980.84,Overstock,3.89
INVT000757,PO000757,P0290,WH003,11-02-2025,328,262,375,215,95,201,15216375.6,Normal,0.81
INVT000758,PO000758,P0201,WH004,26-04-2026,123,783,473,433,47,245,32585280.77,Overstock,2.96
INVT000759,PO000759,P0282,WH004,22-04-2026,536,864,825,575,246,248,22859590.75,Normal,3.94
INVT000760,PO000760,P0209,WH002,20-12-2025,333,970,1203,100,236,35,7915108,Reorder,0.54
INVT000761,PO000761,P0145,WH002,29-06-2026,23,220,113,130,30,79,8227488.1,Normal,0.7
INVT000762,PO000762,P0269,WH001,28-08-2025,67,963,203,827,252,243,64689759.4,Normal,3.57
INVT000763,PO000763,P0112,WH002,06-11-2025,1532,344,251,1625,439,184,38083516.25,Normal,8.76
INVT000764,PO000764,P0006,WH002,16-02-2026,21,399,307,113,205,68,8298479.31,Reorder,0.61
INVT000765,PO000765,P0265,WH004,07-05-2025,507,907,457,957,167,227,26207464.14,Overstock,6.55
INVT000766,PO000766,P0115,WH003,22-04-2026,370,96,124,342,150,154,10202000.22,Normal,1.28
INVT000767,PO000767,P0135,WH001,23-01-2025,481,427,239,669,182,127,48086221.44,Normal,2.89
INVT000768,PO000768,P0179,WH003,12-11-2025,59,933,1015,0,128,245,0,Stockout,0
INVT000769,PO000769,P0213,WH004,17-01-2025,215,784,263,736,76,205,42634573.76,Overstock,5.04
INVT000770,PO000770,P0035,WH003,14-02-2025,516,213,126,603,489,155,30614243.67,Normal,2.26
INVT000771,PO000771,P0150,WH003,23-01-2025,297,439,558,178,80,75,12858399.6,Normal,0.67
INVT000772,PO000772,P0195,WH003,14-03-2026,226,186,58,354,97,205,18179811.6,Normal,1.33
INVT000773,PO000773,P0271,WH001,12-12-2025,405,954,350,1009,144,210,14937831.31,Overstock,4.35
INVT000774,PO000774,P0229,WH001,24-02-2025,18,657,307,368,220,105,2653865.12,Normal,1.59
INVT000775,PO000775,P0120,WH004,09-02-2025,171,539,763,0,236,214,0,Stockout,0
INVT000776,PO000776,P0081,WH001,19-01-2026,2,896,93,805,211,168,23821857.85,Normal,3.47
INVT000777,PO000777,P0263,WH001,02-07-2026,58,995,1464,0,72,247,0,Stockout,0
INVT000778,PO000778,P0089,WH003,07-10-2025,973,377,64,1286,390,162,39733683.46,Normal,4.83
INVT000779,PO000779,P0012,WH001,25-12-2025,1135,625,870,890,307,35,77566890.9,Normal,3.84
INVT000780,PO000780,P0176,WH002,17-03-2025,69,214,66,217,174,94,6647862.27,Normal,1.17
INVT000781,PO000781,P0233,WH004,29-03-2026,163,902,1097,0,59,136,0,Stockout,0
INVT000782,PO000782,P0008,WH002,09-05-2025,104,66,68,102,81,100,6489361.38,Normal,0.55
INVT000783,PO000783,P0065,WH002,21-01-2025,189,52,27,214,390,19,9562078.54,Reorder,1.15
INVT000784,PO000784,P0217,WH004,05-01-2025,1407,783,468,1722,394,47,110456209.1,Normal,11.79
INVT000785,PO000785,P0217,WH004,15-12-2025,869,735,219,1385,394,47,88798790.25,Normal,9.48
INVT000786,PO000786,P0144,WH001,15-11-2025,1004,691,969,726,391,246,32082811.2,Normal,3.13
INVT000787,PO000787,P0274,WH003,18-06-2025,1165,472,222,1415,321,164,109696757.2,Normal,5.31
INVT000788,PO000788,P0149,WH003,06-03-2025,1603,705,127,2181,487,100,104371493.3,Normal,8.18
INVT000789,PO000789,P0220,WH004,14-02-2025,27,959,138,848,30,160,68558518.88,Overstock,5.81
INVT000790,PO000790,P0050,WH001,01-04-2026,491,451,536,406,162,116,17004579.2,Normal,1.75
INVT000791,PO000791,P0257,WH002,23-04-2026,619,529,690,458,336,211,26221388.52,Normal,2.47
INVT000792,PO000792,P0002,WH002,09-03-2025,59,890,939,10,301,86,800469.2,Reorder,0.05
INVT000793,PO000793,P0284,WH004,23-05-2026,221,840,1114,0,318,224,0,Stockout,0
INVT000794,PO000794,P0149,WH003,11-04-2026,61,248,194,115,487,100,5138541.55,Reorder,0.43
INVT000795,PO000795,P0062,WH002,22-02-2026,42,954,578,418,299,57,28516169,Normal,2.25
INVT000796,PO000796,P0149,WH001,23-03-2026,1736,596,798,1534,487,100,74095390.72,Normal,6.62
INVT000797,PO000797,P0123,WH002,01-02-2026,608,714,954,368,308,180,15733457.28,Normal,1.98
INVT000798,PO000798,P0055,WH003,27-08-2025,1364,19,14,1369,437,63,40666322.97,Normal,5.14
INVT000799,PO000799,P0190,WH003,17-08-2025,793,17,9,801,238,85,48819996.81,Normal,3.01
